Year,Surname,Frecuency
,Bucero,131
,Cabezuela,131
,Castresana,131
,Dascalu,131
,Dones,131
,Haba,131
,Iribarren,131
,Jimena,131
,Mengibar,131
,Moriche,131
,Quintela,131
,Richart,131
,Roso,131
,Saelices,131
,Sánchez De La Nieta,131
,Solla,131
,Urrego,131
,Verastegui,131
,Yaguez,131
,Artiaga,130
,Barato,130
,Borondo,130
,Briongos,130
,Campoamor,130
,Caselles,130
,Crispin,130
,Cuerdo,130
,García Prieto,130
,Gras,130
,Henares,130
,Mallen,130
,Marinov,130
,Montojo,130
,Oyola,130
,Palos,130
,Pedrazuela,130
,Reales,130
,Rodrigalvarez,130
,Romay,130
,Urquia,130
,Azaña,129
,Bedia,129
,Bianchi,129
,Capelo,129
,Carcedo,129
,Chumillas,129
,Corbella,129
,Díaz Flores,129
,Dual,129
,Elola,129
,Fernández Caballero,129
,Guillamón,129
,Jaudenes,129
,King,129
,Miquel,129
,Moga,129
,Mostaza,129
,Omaña,129
,Onieva,129
,Orue,129
,Ovalles,129
,Rogero,129
,Sahagún,129
,Sans,129
,Tur,129
,Amorin,128
,Arráez,128
,Barrenechea,128
,Campayo,128
,Canas,128
,Carralón,128
,Castuera,128
,Cazacu,128
,Cirujano,128
,Ding,128
,Esgueva,128
,Florín,128
,Fominaya,128
,Guindal,128
,Hontanilla,128
,Lantigua,128
,Lescano,128
,Marmolejo,128
,Melón,128
,Melones,128
,Peinador,128
,Plazas,128
,Rizzo,128
,Salvadores,128
,Sendra,128
,Tomala,128
,Turiel,128
,Apóstol,127
,Balsa,127
,Baño,127
,Bardales,127
,Blaya,127
,Bota,127
,Brenes,127
,Buenaño,127
,Calix,127
,Cañero,127
,Celdrán,127
,Cervero,127
,Coco,127
,Ferri,127
,Filgueira,127
,Guillo,127
,Hijón,127
,Ingles,127
,Liberal,127
,Margarit,127
,Mendivil,127
,Michel,127
,Mouriño,127
,Oancea,127
,Pomar,127
,Portocarrero,127
,Prida,127
,Rubiato,127
,Santolaya,127
,Villacieros,127
,Zarzuelo,127
,Zubillaga,127
,Arrebola,126
,Bensaid,126
,Borrega,126
,Denis,126
,Díaz Cano,126
,Dos Reis,126
,Escalonilla,126
,Fournier,126
,Gabarrón,126
,Gargantilla,126
,Gastón,126
,Guerras,126
,Jia,126
,Karim,126
,Labajos,126
,Ladero,126
,Legido,126
,Mangue,126
,Manzanera,126
,Mostajo,126
,Muiña,126
,Pinta,126
,Rebollar,126
,Sota,126
,Tamames,126
,Velazco,126
,Xiao,126
,Yaguana,126
,Zurro,126
,Alcoba,125
,Algara,125
,Ara,125
,Ba,125
,Barreras,125
,Berna,125
,Brun,125
,Camba,125
,Caramés,125
,Cascos,125
,Cases,125
,Cuartas,125
,Fiallos,125
,Gamiz,125
,Gavira,125
,Grigoras,125
,Herencias,125
,Jaquez,125
,Jarque,125
,Massa,125
,Penalva,125
,Reoyo,125
,Rubira,125
,Sanguña,125
,Turienzo,125
,Vizcaya,125
,Yuan,125
,Zubizarreta,125
,Achim,124
,Alfaya,124
,Balseiro,124
,Barrachina,124
,Barro,124
,Ben Ali,124
,Benomar,124
,Bermúdez De Castro,124
,Boboc,124
,Burcea,124
,Cuero,124
,Dura,124
,Falco,124
,Falero,124
,García Rojo,124
,Gigorro,124
,Golderos,124
,Hombrados,124
,Horno,124
,Ichim,124
,Igualada,124
,Julca,124
,Longo,124
,Madroñero,124
,Melnyk,124
,Movilla,124
,Pedregal,124
,Robinson,124
,Sánchez De La Blanca,124
,Toca,124
,Urgel,124
,Vicuña,124
,Vilanova,124
,Angelina,123
,Aymerich,123
,Beamud,123
,Berlanas,123
,Campano,123
,Civantos,123
,Crespillo,123
,Cuño,123
,El Yakoubi,123
,Falagan,123
,Fofana,123
,García Ochoa,123
,Llinas,123
,Luelmo,123
,Maier,123
,Masero,123
,Melgares,123
,Muñoz Reja,123
,Sagrado,123
,Saro,123
,Alsina,122
,Ampudia,122
,Arance,122
,Artola,122
,Badajoz,122
,Bolaño,122
,Buenestado,122
,Carballido,122
,Fábregas,122
,Fernando,122
,Freites,122
,Goizueta,122
,González De La Aleja,122
,Herreras,122
,Jaro,122
,Kumar,122
,Lambea,122
,Leiro,122
,Magalhaes,122
,Mateus,122
,Menjivar,122
,Narbona,122
,Osorto,122
,Pellitero,122
,Perezagua,122
,Perucho,122
,Puras,122
,Rull,122
,Schmidt,122
,Solomon,122
,Toloba,122
,Torquemada,122
,Trochez,122
,Akdi,121
,Aoulad,121
,Bel,121
,Colindres,121
,Domene,121
,Feria,121
,Galindez,121
,Gorgojo,121
,Horta,121
,Iparraguirre,121
,Jalón,121
,Leva,121
,Lobón,121
,Machio,121
,Machón,121
,Mesías,121
,Montano,121
,Muga,121
,Ozores,121
,Palmeiro,121
,Polvorinos,121
,Pou,121
,Prades,121
,Qi,121
,Rastrollo,121
,Reategui,121
,Rozo,121
,Salso,121
,Talavan,121
,Vado,121
,Ventero,121
,Zuazo,121
,Abades,120
,Adanez,120
,Albo,120
,Alvez,120
,Antezana,120
,Bajaña,120
,Blanc,120
,Carballal,120
,Cezon,120
,Diaw,120
,El Harrak,120
,Familia,120
,Furio,120
,García Conde,120
,Gilgado,120
,Guil,120
,Huedo,120
,Ioan,120
,Leira,120
,Malla,120
,Marijuan,120
,Pampanas,120
,Perianes,120
,Petisco,120
,Regadera,120
,Rejón,120
,Sabogal,120
,Sánchez De Rojas,120
,Tan,120
,Tobajas,120
,Toldos,120
,Uriel,120
,Valdeavero,120
,Walker,120
,White,120
,Zubieta,120
,Arnaldo,119
,Baile,119
,Bergaz,119
,Bono,119
,Burgaleta,119
,Carrillo De Albornoz,119
,Cortecero,119
,Escriba,119
,Gomáriz,119
,Lorden,119
,Losana,119
,Maroñas,119
,Mihalcea,119
,Modrego,119
,Mohammed,119
,Monago,119
,Patrón,119
,Pollan,119
,Ratón,119
,Remiro,119
,Reneses,119
,Rodríguez Barbero,119
,Rubín,119
,Sas,119
,Seminario,119
,Trancón,119
,Urraca,119
,Wen,119
,Yagual,119
,Alberti,118
,Amezcua,118
,Anchundia,118
,Antolinez,118
,Cambra,118
,Carneiro,118
,Cartas,118
,Choi,118
,Dimas,118
,El Morabit,118
,El Youssfi,118
,Entero,118
,Espinos,118
,Figueiredo,118
,Hormigo,118
,Hornillos,118
,Iscar,118
,Krasimirova,118
,Lafriakh,118
,Lamparero,118
,Laura,118
,Macovei,118
,Ochaita,118
,Orts,118
,Pedroso,118
,Poblador,118
,Raducanu,118
,Sabando,118
,Salan,118
,Soltero,118
,Sualdea,118
,Torán,118
,Tribaldos,118
,Aisa,117
,Alayo,117
,Amezquita,117
,Angarita,117
,Antoñanzas,117
,Benslaiman,117
,Caz,117
,Chuquimarca,117
,Costin,117
,Escrivá De Romaní,117
,Gete,117
,Griñán,117
,Herbas,117
,Illanes,117
,Julio,117
,Letón,117
,Lunar,117
,Naya,117
,Negrea,117
,Negrillo,117
,Revelo,117
,Revuelto,117
,Ribes,117
,Riol,117
,Rosendo,117
,Ruiz De Velasco,117
,Solanas,117
,Tomico,117
,Vasallo,117
,Vieja,117
,Alos,116
,Andradas,116
,Avello,116
,Cabana,116
,Cana,116
,Cirilo,116
,Dato,116
,Díaz Del Rio,116
,Gandarillas,116
,Garre,116
,Gómez Lobo,116
,Gosalvez,116
,Guedes,116
,Hipola,116
,Hortiguela,116
,Ivascu,116
,Lamana,116
,Lantero,116
,Malmierca,116
,Manzanal,116
,Nechita,116
,Pinos,116
,Quisilema,116
,Remedios,116
,Sánchez Cabezudo,116
,Sauceda,116
,Serantes,116
,Testillano,116
,Victor,116
,Vintila,116
,Zuloaga,116
,Acebo,115
,Alfonsín,115
,Anderson,115
,Arañón,115
,Baltanas,115
,Benedi,115
,Berdasco,115
,Besteiro,115
,Boyano,115
,Buesa,115
,Campelo,115
,Canela,115
,Cillero,115
,Claro,115
,Corcho,115
,Cortezón,115
,Davis,115
,Doral,115
,Fernández Tostado,115
,Fortea,115
,Garvi,115
,Huertos,115
,John,115
,Lallana,115
,Landaeta,115
,Lorrio,115
,Martín Del Campo,115
,Meana,115
,Merlos,115
,Molins,115
,Morar,115
,Moriana,115
,Negrín,115
,Peredo,115
,Santoro,115
,Simoes,115
,Solas,115
,Tartalo,115
,Villaluenga,115
,Alcojor,114
,Alen,114
,Azuara,114
,Badiola,114
,Baladrón,114
,Barbolla,114
,Bardaji,114
,Bau,114
,Brañas,114
,Carballeira,114
,Cogollo,114
,Dubon,114
,Farelo,114
,Felices,114
,Fernández De La Puebla,114
,García De La Rosa,114
,Gheorghita,114
,Guanoluisa,114
,Jacob,114
,Jadraque,114
,Leonte,114
,Liriano,114
,Llaneza,114
,Loscos,114
,Males,114
,Manjavacas,114
,Marta,114
,Masia,114
,Ontaneda,114
,Piquer,114
,Riascos,114
,Roberts,114
,Rodríguez Rey,114
,Suquillo,114
,Torcal,114
,Trincado,114
,Trompeta,114
,Useche,114
,Zarcero,114
,Abakhti,113
,Almeda,113
,Andueza,113
,Azzouz,113
,Borque,113
,Burgoa,113
,Canelada,113
,Cimadevilla,113
,Cuadrillero,113
,Díaz Del Campo,113
,Domingues,113
,Ferriz,113
,Ferrufino,113
,Fuentenebro,113
,Gómez Pimpollo,113
,Idrissi,113
,Landaburu,113
,Mustafá,113
,Olcina,113
,Oquendo,113
,Pardo De Santayana,113
,Pedroviejo,113
,Perozo,113
,Pol,113
,Tobaruela,113
,Vallez,113
,Valtueña,113
,Zamarra,113
,Abbas,112
,Alfayate,112
,Antuña,112
,Arnao,112
,Arsuaga,112
,Arteche,112
,Berrendero,112
,Bugallo,112
,Camilo,112
,Cantelar,112
,Cañaveral,112
,Cayon,112
,Centellas,112
,Diestro,112
,Eguiluz,112
,Fradejas,112
,Fructuoso,112
,Gomara,112
,Herrezuelo,112
,Iraola,112
,Jarquín,112
,Lai,112
,Masache,112
,Mateos Aparicio,112
,Organero,112
,Perandones,112
,Ragel,112
,Reparaz,112
,Salgueiro,112
,Satrustegui,112
,Sbai,112
,Sorribas,112
,Suñer,112
,Villalva,112
,Zancajo,112
,Arostegui,111
,Balderrama,111
,Barraza,111
,Borisova,111
,Cutillas,111
,Daimiel,111
,Devia,111
,Dorta,111
,Echarri,111
,Garbayo,111
,García Fraile,111
,Guilarte,111
,Iturriaga,111
,Lacruz,111
,Lebrato,111
,Loja,111
,Madroño,111
,Marzal,111
,Megino,111
,Monteserin,111
,Morinigo,111
,Palomera,111
,Portoles,111
,Pulpon,111
,Quemada,111
,Sánchez Horneros,111
,Tostón,111
,Villafruela,111
,Almirón,110
,Arevalillo,110
,Atanasov,110
,Bandera,110
,Barradas,110
,Cabadas,110
,Campon,110
,Cardador,110
,Cerrajero,110
,Constantino,110
,Corea,110
,Edo,110
,Embid,110
,Espuela,110
,Essaddiki,110
,Familiar,110
,Fernández Hijicos,110
,Galarraga,110
,García Vaquero,110
,Kirilov,110
,Lanuza,110
,Laverde,110
,Llado,110
,Mazariegos,110
,Nicula,110
,Obeso,110
,Paduraru,110
,Pradana,110
,Qin,110
,Sada,110
,Samperio,110
,Samudio,110
,Suanzes,110
,Terreros,110
,Tristán,110
,Urbaez,110
,Velardo,110
,Villalonga,110
,Visedo,110
,Zurrón,110
,Ahidar,109
,Alberola,109
,Almorox,109
,Azpeitia,109
,Baque,109
,Barriocanal,109
,Bezos,109
,Biedma,109
,Callado,109
,Carreto,109
,Carretón,109
,Cores,109
,Cova,109
,Dragoi,109
,Estela,109
,Galve,109
,García Villaraco,109
,Girones,109
,Gualda,109
,Horche,109
,Imaz,109
,Kamal,109
,Kelly,109
,Konate,109
,Lence,109
,Maftei,109
,Malo De Molina,109
,Miravalles,109
,Moisa,109
,Moreno Manzanaro,109
,Morueco,109
,Muñoz De Morales,109
,Nebot,109
,Necula,109
,Penagos,109
,Pinheiro,109
,Santonja,109
,Serranos,109
,Solanilla,109
,Valderrabano,109
,Zotes,109
,Zunzunegui,109
,Ajo,108
,Allali,108
,Arza,108
,Balado,108
,Basterrechea,108
,Buzón,108
,Cadarso,108
,Camiña,108
,Denia,108
,Devora,108
,Doctor,108
,El Kasmi,108
,Farcas,108
,Granell,108
,Granjo,108
,Inclán,108
,Joaquín,108
,Legazpi,108
,Levano,108
,Llop,108
,Madurga,108
,Moore,108
,Morla,108
,Nielfa,108
,Oca,108
,Orosco,108
,Petrea,108
,Ramo,108
,Rielo,108
,Robalino,108
,Scott,108
,Sienes,108
,Sulca,108
,Tabanera,108
,Tarriño,108
,Tian,108
,Trandafir,108
,Uclés,108
,Veizaga,108
,Agustí,107
,Amez,107
,Cara,107
,Chairi,107
,Diouf,107
,Escrivá,107
,Estremera,107
,Figueiras,107
,Jove,107
,Lapido,107
,Llinares,107
,Mareco,107
,Marivela,107
,Molinos,107
,Oeo,107
,Orjuela,107
,Ors,107
,Pagola,107
,Perdigón,107
,Peter,107
,Pro,107
,Saborido,107
,Sánchez Rico,107
,Santofimia,107
,Sarr,107
,Troitiño,107
,Tudose,107
,Vilaplana,107
,Villacastin,107
,Zelada,107
,Abdellaoui,106
,Agudín,106
,Alcubilla,106
,Ancos,106
,Barnes,106
,Barras,106
,Bohoyo,106
,Calixto,106
,Carrilero,106
,Catana,106
,Cedena,106
,Ciuca,106
,Dogaru,106
,Entrena,106
,Florescu,106
,Franganillo,106
,Fueyo,106
,García Redondo,106
,Grillo,106
,Guarín,106
,Hervella,106
,Iosif,106
,Kirilova,106
,Lamata,106
,Lazarte,106
,Leite,106
,Maceda,106
,Marazuela,106
,Marchamalo,106
,Mardones,106
,Matta,106
,Moposita,106
,Moriñigo,106
,Pedroza,106
,Penedo,106
,Piñera,106
,Ramil,106
,Riballo,106
,Rodil,106
,Valdecantos,106
,Valiño,106
,Ybañez,106
,Yebes,106
,Amghar,105
,Areces,105
,Arnes,105
,Badorrey,105
,Baltar,105
,Bellot,105
,Bouazza,105
,Burcio,105
,Canet,105
,Carlavilla,105
,Carp,105
,Castillejos,105
,Concejo,105
,Costero,105
,Edu,105
,El Jaouhari,105
,El Kaddouri,105
,Fernández Cañadas,105
,Fiestas,105
,Gabor,105
,Gaibor,105
,Ganea,105
,García Patrón,105
,Gu,105
,Krasimirov,105
,Laviña,105
,Maraver,105
,Martínez Conde,105
,Masip,105
,Mejuto,105
,Menoyo,105
,Murphy,105
,Pedrajas,105
,Rabano,105
,Saenz De Miera,105
,Schneider,105
,Tarazaga,105
,Temiño,105
,Temprado,105
,Valdehita,105
,Vegue,105
,Vidaurre,105
,Adalid,104
,Alvira,104
,Amil,104
,Arrabe,104
,Azougagh,104
,Barata,104
,Bedon,104
,Brio,104
,Calahorra,104
,Cereijo,104
,Clavo,104
,Corujo,104
,Covaci,104
,Cristian,104
,Davies,104
,Delfa,104
,Díaz Regañón,104
,Dumont,104
,Escobosa,104
,Forcada,104
,Fragua,104
,Galo,104
,Garbajosa,104
,García De La Torre,104
,Gavin,104
,Gonzalvo,104
,Heranz,104
,Ibarrola,104
,Laina,104
,Martín Loeches,104
,Michelena,104
,Moraes,104
,Mullor,104
,Otegui,104
,Pisonero,104
,Puscasu,104
,Quintans,104
,Ravelo,104
,Ricoy,104
,Roncal,104
,Rosique,104
,Sa,104
,Sabau,104
,Salom,104
,Szabo,104
,Talidi,104
,Tornos,104
,Trave,104
,Trilla,104
,Tuesta,104
,Verdes,104
,Weber,104
,Yago,104
,Zenteno,104
,Acon,103
,Arrazola,103
,Atencio,103
,Aunion,103
,Bejan,103
,Borregon,103
,Calavia,103
,Camblor,103
,Cordovilla,103
,Deng,103
,Duta,103
,Escanio,103
,Esposito,103
,Esteras,103
,Fernández De Sevilla,103
,García Risco,103
,Garrigues,103
,Guedez,103
,Hiniesto,103
,Holguera,103
,Huesca,103
,Indiano,103
,Jirón,103
,Laiz,103
,Larrauri,103
,Lenis,103
,Magallón,103
,Mijarra,103
,Millanes,103
,Moralo,103
,Moura,103
,Nedelea,103
,Negueruela,103
,Ojalvo,103
,Orejudo,103
,Paguay,103
,Pirela,103
,Quintano,103
,Retuerto,103
,Robredo,103
,Sipos,103
,Slimani,103
,Socorro,103
,Villafañe,103
,Villahermosa,103
,Alcolado,102
,Ales,102
,Aranzueque,102
,Azarkan,102
,Bai,102
,Bertrand,102
,Botia,102
,Campanario,102
,Cimas,102
,Fernández De Velasco,102
,Fulgencio,102
,Haya,102
,Koval,102
,Lucini,102
,Moldes,102
,Niang,102
,Nowak,102
,Odriozola,102
,Pau,102
,Pecci,102
,Peñalosa,102
,Platón,102
,Puch,102
,Qian,102
,Reillo,102
,Remache,102
,Rizea,102
,Rodea,102
,Sabin,102
,Salama,102
,Terceros,102
,Toquero,102
,Trapote,102
,Vizan,102
,Zeledón,102
,Ababou,101
,Albalate,101
,Ama,101
,Beceiro,101
,Bethencourt,101
,Botana,101
,Buedo,101
,Cabanes,101
,Cala,101
,Carrobles,101
,Cendon,101
,Cepa,101
,Chia,101
,Constante,101
,Conte,101
,Cordente,101
,Cumbreño,101
,Díaz Rullo,101
,Elizaga,101
,Escoto,101
,Florencio,101
,Franch,101
,García Heras,101
,Guiñales,101
,Inarejos,101
,Jackson,101
,Lloreda,101
,Maita,101
,Mares,101
,Merencio,101
,Montecino,101
,Quicios,101
,Reglero,101
,Resina,101
,Santafe,101
,Soldado,101
,Soneira,101
,Tobias,101
,Valhondo,101
,Verano,101
,Zori,101
,Acebedo,100
,Aira,100
,Anguiano,100
,Argüello,100
,Arispe,100
,Asumu,100
,Banu,100
,Berdugo,100
,Bonacasa,100
,Bonache,100
,Carabali,100
,Carnicer,100
,Carrón,100
,Cepas,100
,Cilleruelo,100
,Cristaldo,100
,Garceran,100
,García,100
,Gaya,100
,Igartua,100
,Jabardo,100
,James,100
,Kang,100
,Landaluce,100
,Landazuri,100
,Lapo,100
,Lazareno,100
,Leis,100
,López Rey,100
,Maimouni,100
,Marciel,100
,Martín Gil,100
,Mauro,100
,Mohino,100
,Muros,100
,Oyono,100
,Pasca,100
,Pretel,100
,Sabalete,100
,Sabate,100
,Sixto,100
,Stefanescu,100
,Tiscar,100
,Ulecia,100
,Velado,100
,Yupanqui,100
,Aissaoui,99
,Blanquez,99
,Casatejada,99
,Cebollero,99
,Clara,99
,Codreanu,99
,Cotarelo,99
,El Hani,99
,Escandon,99
,Escaso,99
,Furones,99
,Gajate,99
,Geijo,99
,Hinojar,99
,Isac,99
,Juara,99
,Juarros,99
,Layos,99
,López Cano,99
,Manquillo,99
,Meliá,99
,Menasalvas,99
,Miramón,99
,Molera,99
,Pintilie,99
,Santiso,99
,Tomeo,99
,Yllera,99
,Zancada,99
,Abalo,98
,Abollado,98
,Alconchel,98
,Alvaredo,98
,Anglada,98
,Buceta,98
,Cabada,98
,Cartón,98
,Castel,98
,Chaoui,98
,Concejal,98
,Couceiro,98
,Cuenda,98
,Hammouch,98
,Honorato,98
,Mbaye,98
,Ortas,98
,Panes,98
,Peñasco,98
,Quijorna,98
,Quizhpe,98
,Rudilla,98
,Salafranca,98
,Salvo,98
,Santo Tomas,98
,Sese,98
,Toboso,98
,Violero,98
,Yeste,98
,Aleksandrova,97
,Añover,97
,Aristegui,97
,Asanza,97
,Ayuga,97
,Balas,97
,Barbancho,97
,Bona,97
,Buenadicha,97
,Campeño,97
,Castañar,97
,Cillan,97
,Enguita,97
,Garralon,97
,Gherasim,97
,Groza,97
,Helguera,97
,Iorga,97
,Lascano,97
,Logroño,97
,Lojo,97
,Martín Buitrago,97
,Nuero,97
,Ochovo,97
,Payano,97
,Picatoste,97
,Pinargote,97
,Ransanz,97
,Sánchez Heredero,97
,Stanescu,97
,Barril,96
,Bernat,96
,Carpeño,96
,García Del Valle,96
,Gortazar,96
,Montaner,96
,Moras,96
,Orejana,96
,Orosa,96
,Sendarrubias,96
,Sotodosos,96
,Travesedo,96
,Zamarreño,96
,Argenta,95
,Castelao,95
,Costoso,95
,Fernández Marcote,95
,Figuero,95
,Marlasca,95
,Mediano,95
,Mezcua,95
,Mirea,95
,Moles,95
,Nicola,95
,Olid,95
,Ortiz De Urbina,95
,Orueta,95
,Oulad,95
,San Francisco,95
,Sánchez Rey,95
,Solans,95
,Treceño,95
,Baran,94
,Borisov,94
,Caruana,94
,Catalinas,94
,Chis,94
,El Haddadi,94
,Enebral,94
,Grandes,94
,Lombardero,94
,Man,94
,Maxim,94
,Omoruyi,94
,Panero,94
,Paricio,94
,Riolobos,94
,Terriza,94
,Uribarri,94
,Valdemoro,94
,Armengol,93
,Balea,93
,Berrocosa,93
,Chira,93
,Dacosta,93
,Igualador,93
,Mazur,93
,Mrabet,93
,Munarriz,93
,Obrero,93
,Quiralte,93
,Tablado,93
,Tsvetanova,93
,Vida,93
,Villaplana,93
,Zofio,93
,Alañón,92
,Aldavero,92
,Baba,92
,Bazaco,92
,Birsan,92
,Braga,92
,Briega,92
,Butnaru,92
,Chiloeches,92
,Cristina,92
,Oterino,92
,Sal,92
,Wagner,92
,Alcudia,91
,Alexa,91
,Balladares,91
,Laguia,91
,Martín Portugués,91
,Sagúes,91
,Bujor,90
,Burguillos,90
,Calota,90
,Khamlichi,90
,Kostadinova,90
,Voinea,90
,Bronchalo,89
,Gómez Limón,89
,Ilea,89
,Madejon,89
,Millas,89
,Negoita,89
,Para,89
,Salvanés,89
,Trif,89
,Mohedas,88
,Onofrei,88
,Plesa,88
,Pomeda,88
,Ambros,87
,Cotillo,87
,Faur,87
,Mihailescu,87
,Plamenova,87
,Puiu,87
,Gherman,86
,Panait,86
,Giurgiu,85
,Juberias,85
,Plamenov,85
,Torre De La,85
,Naula,84
,Banica,83
,Scurtu,83
,Ayadi,82
,Berrocoso,82
,Boca,82
,Oros,82
,Aleksandrov,81
,Kovacs,81
,Tomoiaga,81
,Blaga,80
,Neagoe,80
,Olariu,80
,Pavlov,80
,Staicu,80
,Udrea,80
,Dragos,79
,Fratila,79
,Trifan,77
,Cercel,76
,Prodan,76
,Ciurea,75
,Palade,75
,Asenova,74
,Fuente De La,74
,Nchama,71
,Tsvetanov,71
,Asenov,61
,Olmo Del,57
,Cruz De La,54
,Rio Del,53
,Pozo Del,38
,Castillo Del,35